name	type	primary	secondary	equipment	mechanics	level	force
Wide-Grip Pulldown Behind The Neck	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Intermediate	Pull
Wide-Grip Rear Pull-Up	Strength	Lats	"Biceps,MiddleBack,Shoulders"	None	Compound	Intermediate	Pull
Wide-Grip Standing Barbell Curl	Strength	Biceps	N/A	Barbell	Isolation	Beginner	Pull
Wide-Hands Push-Up	Strength	Chest	"Shoulders,Triceps"	None	Compound	Beginner	Push
Wide-Stance Barbell Squat	Strength	Quadriceps	"Adductors,Glutes,Hamstrings"	Barbell	Compound	Beginner	Push
Wide-Stance Jump Squat To Close-Stance	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Wide-Stance Leg Press	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Beginner	Push
Wind Sprints	Strength	Abdominals	N/A	None	Compound	Beginner	Pull
Windmills	Stretching	Abductors	"Glutes,Hamstrings,LowerBack"	None	N/A	Intermediate	Pull
World's Greatest Stretch	Stretching	Hamstrings	"Calves,Glutes,Quadriceps"	None	N/A	Intermediate	Static
Wrist Circles	Stretching	Forearms	N/A	None	Isolation	Beginner	Pull
Wrist Roller	Strength	Forearms	Shoulders	Other	Isolation	Beginner	Pull
Wrist Rotations with Straight Bar	Strength	Forearms	N/A	Barbell	Isolation	Beginner	Pull
Yates Row	Strength	MiddleBack	"Biceps,Traps"	Barbell	Compound	Beginner	Pull
Yates Row Reverse Grip	Strength	MiddleBack	"Biceps,Traps"	Barbell	Compound	Beginner	Pull
Yoke Walk	Strongman	Quadriceps	"Abdominals,Abductors,Adductors,Calves,Glutes,Hamstrings,LowerBack"	Other	Compound	Intermediate	N/A
Zercher Squats	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Barbell	Compound	Expert	Push
Zottman Curl	Strength	Biceps	Forearms	Dumbbell	Isolation	Intermediate	Pull
Zottman Preacher Curl	Strength	Biceps	Forearms	Dumbbell	Isolation	Intermediate	Pull
